,class,tweet
1372,0,shut the fuck you fucking trash nigga work another ring
1373,0,man some lame niggah when find him unfollowing out his ass
1374,0,lol you are cunt liar and hope you drop dead
1375,0,your low info redneck dumbasses vote for these corporate shills that idiots like you believe dummies
1376,0,always eli has the stupid hick hayseed look his face giants fans kill yaselves gon
1377,0,this guy the biggest faggot omfg
1378,0,what the peckin order white christian colored poo ricans arab jews donts know axin
1379,0,done that spell check know you meant fat liberal dyke feminist nazi bitches
1380,0,hoe not make put screenshots your texts hoe
1381,0,shady when you bitches talk guys girlfriends that disrespectful another girl
1382,0,karmas bitch and are you you will getting along just fine real soon
1383,0,not sleep niggah chood
1384,0,these niggas retarded lmfaoo
1385,0,because you are fag
1386,0,why yall think its faggots and want cool with them
1387,0,pure trash
1388,0,nigga cunt where fendi clutch
1389,0,ebola sounds like hood hoe
1390,0,happy bihday faggot
1391,0,happy bihday queer
1392,0,fuck you faggot
1393,0,hope you get eye cancer bitch
1394,0,can wait humble these niggas the playoffs again until then good job hoes
1395,0,queer shit spon put homo lol
1396,0,best believe aint christian slave brainwash black spooks miss white man unlike yoself she devil
1397,0,faggot
1398,0,you had throw the faggot word smh smh smh
1399,0,faggot
1400,0,you the whitest person but you always ghetto sick
1401,0,cody always calling people nigger fucking spaz
1402,0,chicks love these ugly hipster faggots prolly cause they look like the dad that was never their life
1403,0,happy cuz woke white and not nigger
1404,0,faggots old people people who not drive drunk people
1405,0,women who are feminist are the ugly bitches who cant find man for themselves
1406,0,hate bitch dat act like nigga
1407,0,spending money these hoes nigga you aint fuck shit
1408,0,this nigguh chris paul
1409,0,fucking coon
1410,0,whore slut cunt bitch nigga
1411,0,faggot
1412,0,niggas talk more than bitches these days
1413,0,mean bro fucking faggot
1414,0,will convince that lame you nigger liver believes cuz you nigger whore
1415,0,bitch how about you worry about your own psychotic ass looks like you need saved from being noisy bitch cantstanducunt
1416,0,hahahaha youza fuck wigger
1417,0,fucking hate you niggers bruh
1418,0,that was back when nigger music was decent
1419,0,staing not like meek this nig lil arrogant for
1420,0,happy bihday freshman faggots
1421,0,zimmerman comin for life bitch
1422,0,teaching that pretend son pussy his son would have lace his jock strap
1423,0,fugly queer white trash
1424,0,sounds like good idea but want word spread jews niggers and commies alike
1425,0,already more yellows than the last years combined indycar honda
1426,0,stu rape faced faggot man sick this nigga
1427,0,how many niggers are store knooooooow your stealing
1428,0,fucking redneck queers and their game invites
1429,0,niggah niggah niggah not believe just wacthh
1430,1,will enteaining the hoes smh
1431,1,knwin heard dat hoe changed
1432,1,ffffffffffffuck baratheon rebellions are bitch
1433,1,how you gone wife bitch that let niggas lick her head public
1434,1,lol acronym for that hoe over there
1435,1,lmao how niggas with the side hoe
1436,1,what are you twelve yeah scale one ten bitch
1437,1,bra bout blaze this bitch
1438,1,bitch have phone stfu talking not worry about just make sure you show
1439,1,some yall hoes nasty yall find out yall sharing shared dick with diy ass female and still fuck the nigga
1440,1,been trynna catch witchu pussy
1441,1,hoe gon hoe that not hunnid
1442,1,thought you had some fucked bih defect that made your nips hea shaped lmao
1443,1,your retarded
1444,1,that was real nicca shit tho lol
1445,1,there like injuries game football shit trash lol
1446,1,the little bitch told sloppy top was hoppy that when she gave sloppy toppy like the sloppy toppy goddess
1447,1,stupid bitches
1448,1,why not there bomb single bitches available tap
1449,1,send them hoes because not nobody gone play but geez lmao not when they ask for them
1450,1,porn ads convincing click here and bitches will appear your bed you damn right ima click that shit nigga
1451,1,mean she cunt then she cunt happens
1452,1,nigga got lean pong know niggas outta there that hoe
1453,1,need new bitch
1454,1,well guess know bunch hoes then gone bring baldpussy hoeass elements tonight tho
1455,1,bitch aint bad nigga aint got taste
1456,1,not tell girl you will never eat pussy cus you just lost that means all you have sex and you boring
1457,1,coon meat made ill even type that racist much
1458,1,dis bitch got these flintstone sandals
1459,1,would rather sit alone than fuck iffy bitches
1460,1,not throw the pussy let come get
1461,1,that means you are balling you are jewish lol not love hoes lol
1462,1,good pussy takes your mind off the struggles and stresses everyday life
1463,1,gabby why are you ghetto
1464,1,laughin all bitches sullystyle
1465,1,you got wild bitches tellin you liessss
1466,1,lebron gone dunk that hoe like that with ease
1467,1,why bitches quick have nigga baby then suprised when she taking care herself
1468,1,not talking bout money weed bitch not even wan talk you
1469,1,gross ill stick with galaxy will still receive those nips
1470,1,you are lazy redneck get back work governing stay off twitter with your lying bullshit stockmantheliar
1471,1,hey bitch socialize this love ioc cuts constitution from hockey mask via
1472,1,why being such bitch today lol
1473,1,faggot
1474,1,real friends not get offended when you call them bitch hoe slut they smile and call you something more offensive
1475,1,pay for pussy get too many freebies
1476,1,have ever asked your bitch for other bitches kanye voice yes
1477,1,eff let after the cripple
1478,1,and trying maintain this color gon fuckin bitch like washed hair once and already staed going blonde again idk idk
1479,1,don know why these bitches laughing you not even funny nigga
1480,1,sos like come hang out with but not fugly and side hoes the left thnx
1481,1,these hoes trying much doing much
1482,1,fellas guess what not like asked why were looking mean called resting bitch face just look this
1483,1,niggas always yelling fuck bitches get money meanwhile they are broke and still want the bitches
1484,1,females damn near naked wondering why niccas jus wan fuk lol
1485,1,commie mints kkk this faggot commie
1486,1,nigga can tell hoes taken real nigga
1487,1,ladies what dude put two hands your pussy and staed clapping lmaoo
1488,1,eat pussy
1489,1,what really funny bout this pic sure they believe them hoes bad
1490,1,and hoes kno hear vodka the background
1491,1,did not say anything tho kiss then faggot
1492,1,feel like this hoe owe something
1493,1,honestly surprised some guys have ever seen pussy
1494,1,slap bitches
1495,1,jealousy will make bitch anything thirst will make nigga anything
1496,1,but bitches are crazy would jail for sure
1497,1,fuck off bitch
1498,1,that ass got niggah hypnotized
1499,1,let bitch try and set she gone stuck between rock dis mufuckin glock bitch bad she terrible
1500,1,hate when ppl say hoes are not loyal they supposed
1501,1,karmas bitch
1502,1,guy flis with girl that just niggas being niggas she flis back she hoe
1503,1,welding with your shi off the redneck version tanning lol
1504,1,hahahaha move bitch get out the wayyyeee
1505,1,never give the next bitch oppounity prosper off your name
1506,1,asshole like have neck problems not sleep that way lil bitch
1507,1,shaved pussy gets serious anal sex here
1508,1,she like argue sent dat bitch law school
1509,1,hickies between her thighs right her pussy its only right
1510,1,woaaaahh that coat though lol nigga too warm that hoe
1511,1,not never bitch nigga thats how you get treated like bitch
1512,1,feel like matter how much hoe she the right nigga put her her place she gone change
1513,1,hate what bitch
1514,1,and honestly social hoe will talk any and everybody nowhere there did said fuck suck and trap
1515,1,lmao the shoes fit lace them bitches talking general
1516,1,shoulda put retard mikey ahs freakshow
1517,1,tiny girl not trust bitch named tameka way
1518,1,text while she was with her they can fight was like you looked cute today aint seen the bitch
1519,1,you not say thank you after someone holds the door open for you you are bitch
1520,1,gotten the point where literally not care and gon sta punching bitches they not move the hallway
